Session ID,Publish ID,Collector,Start Date,End Date,Status,Progress,Duration,"Please take a few minutes to fill out the following questionnaire. This questionnaire borrows from a series of questions that are meant to allow you to self-assess your previous behavior as it relates to time, money, relationships, and logic. The intent of this survey is to inform us about your background as a professional in your field, and meant to guide our ongoing research in understanding personalities. This survey will not be tactically used for other than informational purposes in guiding our understanding of your field. Lastly, the survey collects no personal data beyond general demographic details and we will only use aggregated anonymous data to draw conclusions.",Profession,Title,Gender,Age,Ethnicity,MD Purchase Involvement,MD Purchase Hours/Week,CRT Q1,CRT Q2,CRT Q3,CRT Q4,CRT Q5,CRT Q6,CRT Q7,TP Q1,TP Q2,TP Q3A,TP Q3B,TP Q3C,TP Q3D,TP Q3E,RSK Q1,RSK Q2A,RSK Q2B,RSK Q2C,RSK Q2D,RSK Q2E,RSK Q2F,RSK Q2G,RSK Q2H,"Choices are affected by context. We are interested in whether you are taking the time to read each question. To show that you are paying attention, please select only the ""none of the above"" option as your answer.",STI Q1,STI Q2A,STI Q2B,STI Q2C,STI Q2D,STI Q2E,STI Q2F,STI Q2G,TRU Q1,ALT Q1,ALT Q2,"Congrats, you've finished the survey! Thank you for taking the time to give us your invaluable responses. If you are interested in learning more, the survey leveraged several widely used survey measures from ongoing social and behavioral science research from Frederick (2005), Toplak, West, & Stanovich (2014), and Kahneman and Tversky (1992). Please feel free to reach out to us if you have any questions and would like to understand the behavioral science work we do: https://creativescience.co/contact-us/",aid,id,score
eb9fece3-c6a2-41c3-ab6e-9ab96e0b320a,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 10:58 AM","Sun, Nov 29, 2020 11:16 AM",complete,100,1057,11/29/2020 17:58,Nurse,Nurse,Female,37,White,6,1,10,100,24,9,1,is ahead of where he began,No,10,6,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,4,50/50 chance of $565,100% chance of $70,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,No Gift,1,1,2,8,10,10,9,8,10,1750,11/29/2020 18:16,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e067-614c-4f90-c9bb-789f4cb5f33e,,
482923dd-9045-4715-a623-463cbaafcb82,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 10:58 AM","Sun, Nov 29, 2020 11:04 AM",complete,100,348,11/29/2020 17:58,Healthcare Admin,Administration,Male,38,White,10,10,10,100,24,12,30,has lost money,Yes,5,5,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,5,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,3,4,4,5,9,10,9,5,10,1200,11/29/2020 18:04,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e0de-5b25-ba92-f8e2-0bc6f1512f63,,
732e389b-0faf-468b-8fa0-1da78134526d,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 10:59 AM","Sun, Nov 29, 2020 11:17 AM",complete,100,1077,11/29/2020 17:59,General Physician,Assistant physician,Male,36,Black,9,20,1,100,24,4,30,is ahead of where he began,No,3,9,$170 now,$170 now,$170 now,$170 now,$170 now,9,50/50 chance of $565,100% chance of $70,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$80 ,9,2,2,9,10,10,8,10,9,800,11/29/2020 18:17,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e0b4-0c88-65c2-746d-efc43a8aeec5,,
502a6125-ac05-49ec-a467-dfaa6218d2b0,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 10:59 AM","Sun, Nov 29, 2020 11:03 AM",complete,100,233,11/29/2020 17:59,Healthcare Admin,Healthcare assistant,Female,31,White,9,20,10,50,28,6,30,is ahead of where he began,No,9,10,$170 now,$255 a year from now,$170 now,$170 now,$170 now,7,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,10,3,3,10,10,10,10,8,3,500,11/29/2020 18:03,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e0ee-5fe6-bbc0-1dc6-5108538db5b0,,
307a3be9-6a1a-4de6-a08e-11ccab33f787,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 10:59 AM","Sun, Nov 29, 2020 11:18 AM",complete,100,1102,11/29/2020 17:59,Healthcare Admin,am the director and administrator of health,Male,30,White,10,15,1,100,24,9,30,is ahead of where he began,No,10,10,$340 a year from now,$255 a year from now,$213 a year from now,$191 a year from now,$175 a year from now,10,100% chance of $35,100% chance of $70,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$80 ,10,8,1,10,10,10,10,10,10,800,11/29/2020 18:18,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e060-8675-e5f6-cd54-06e8c60df32d,,
8dec54d2-8638-4b07-a35c-3d530612e6dd,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:00 AM","Sun, Nov 29, 2020 11:24 AM",complete,100,1423,11/29/2020 18:00,Nurse,Registered Nurse,Female,40,White,4,2,10,100,24,6,15,is ahead of where he began,Yes,3,10,$170 now,$170 now,$170 now,$170 now,$170 now,9,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,5,5,2,5,9,10,8,7,9,500,11/29/2020 18:24,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e04f-14c8-1599-7891-73ad576995eb,,
bae14973-64e7-41fe-b067-9161909ce41f,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:01 AM","Sun, Nov 29, 2020 11:04 AM",complete,100,220,11/29/2020 18:01,Nurse,Nurse,Male,32,White,9,19,15,30,24,3,15,is ahead of where he began,Yes,8,3,$170 now,$255 a year from now,$213 a year from now,$191 a year from now,$175 a year from now,9,100% chance of $35,100% chance of $70,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,9,9,8,3,9,5,9,8,9,750,11/29/2020 18:04,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e15d-6796-cdac-0a99-b801f8605f0a,,
7b22678a-9997-413b-90ba-130b4b00652f,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:01 AM","Sun, Nov 29, 2020 11:09 AM",complete,100,466,11/29/2020 18:01,Nurse,I am an LPN who works in the hospital setting,Female,27,White,7,2,10,100,24,9,30,has lost money,No,6,9,$340 a year from now,$170 now,$170 now,$170 now,$170 now,9,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,6,4,9,6,8,9,9,9,9,800,11/29/2020 18:09,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e1ae-5af7-da3f-73fb-c9c189a5ced0,,
52af3c5e-02c1-4926-9f03-a2abb78167c9,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:01 AM","Sun, Nov 29, 2020 11:12 AM",complete,100,651,11/29/2020 18:01,Surgeon,dr.m,Female,33,White,10,5,1,100,24,4,30,is ahead of where he began,Yes,9,8,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,9,50/50 chance of $565,100% chance of $70,100% chance of $150,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,None of the above,$80 ,9,9,8,7,9,6,7,9,8,800,11/29/2020 18:12,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e186-f0f6-5b76-39fa-ee9f6d38ef3f,,
dc950ddf-6c33-4a00-89ec-f4165dd783c2,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:01 AM","Sun, Nov 29, 2020 11:11 AM",complete,100,589,11/29/2020 18:01,Nurse,Staff nurse,Female,46,White,5,1,10,100,24,9,1,is ahead of where he began,No,4,7,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,8,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,6,4,3,3,8,9,9,8,8,250,11/29/2020 18:11,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e1a4-a825-8ceb-9aa3-dc87d29f24e6,,
10efbfdf-a1a2-410d-932d-a7a9b4758464,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:02 AM","Sun, Nov 29, 2020 11:08 AM",complete,100,382,11/29/2020 18:02,Nurse,Director of nursing,Female,38,White,5,10,1,100,24,5,30,is ahead of where he began,No,6,5,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,5,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,5,5,3,5,6,9,9,9,9,0,11/29/2020 18:08,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e1ed-c935-ae29-9c4a-1ae730135203,,
35ea1a19-2b20-4e5d-859c-d5d62c63398e,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:02 AM","Sun, Nov 29, 2020 11:08 AM",complete,100,351,11/29/2020 18:02,Nurse,ER registered nurse,Male,26,Latino/Hispanic,7,3,10,10,24,12,30,is ahead of where he began,No,2,4,$170 now,$170 now,$170 now,$170 now,$170 now,9,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,5,8,1,3,10,10,9,4,5,50,11/29/2020 18:08,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e21a-26b9-c21c-e820-7f2dfc373a02,,
350309aa-6ada-4761-a4c5-8d46605a9890,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:02 AM","Sun, Nov 29, 2020 11:08 AM",complete,100,338,11/29/2020 18:02,Nurse,Registered Nurse,Female,25,White,5,25,1,100,24,12,30,is ahead of where he began,Yes,9,4,$340 a year from now,$170 now,$213 a year from now,$191 a year from now,$170 now,9,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,2,6,1,4,10,10,5,6,8,500,11/29/2020 18:08,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e1fe-0a54-3127-0926-6e57abd6dd0f,,
7e19a789-58c6-4d45-925b-89148ad067d2,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:02 AM","Sun, Nov 29, 2020 11:10 AM",complete,100,458,11/29/2020 18:02,Operating Room Staff,Operating room nurse,Female,35,White,7,5,9,100,24,6,15,is ahead of where he began,No,10,8,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,6,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,No Gift,4,6,1,8,8,10,10,4,10,600,11/29/2020 18:10,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e1ca-6917-82af-c7df-2bd5d2d7e247,,
64d45285-84c5-4766-bc7d-a9990f1c0da4,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:02 AM","Sun, Nov 29, 2020 11:29 AM",complete,100,1591,11/29/2020 18:02,Healthcare Admin,Admin,Female,36,Latino/Hispanic,5,12,10,1,47,6,30,has lost money,No,4,6,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,6,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$80 ,4,6,3,7,10,9,7,5,6,200,11/29/2020 18:29,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e1ef-22fb-e2aa-268d-cb3c9ed9c7ca,,
930500f2-13fd-4e30-ab71-23efd514d5f1,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:02 AM","Sun, Nov 29, 2020 11:06 AM",complete,100,221,11/29/2020 18:02,General Physician,N/a,Female,40,White,5,5,10,100,24,12,30,is ahead of where he began,Yes,10,5,$340 a year from now,$255 a year from now,$213 a year from now,$191 a year from now,$175 a year from now,10,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,None of the above,$100 ,10,10,10,10,10,10,10,10,10,900,11/29/2020 18:06,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e23c-74a4-28dd-a2ee-0933587ddab0,,
c28a86ed-6c77-4e5b-84dd-e3d6b473be6e,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:02 AM","Sun, Nov 29, 2020 11:09 AM",complete,100,402,11/29/2020 18:02,Nurse,Nurse,Female,48,White,2,1,10,5,47,4,30,is ahead of where he began,No,8,9,$170 now,$255 a year from now,$170 now,$170 now,$170 now,3,100% chance of $35,100% chance of $70,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,2,2,2,3,9,10,7,8,8,100,11/29/2020 18:09,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e21a-7b01-0834-18d1-6c9fe8cbdeca,,
7f6b2c16-ddfb-4821-acaf-82455df0debb,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:03 AM","Sun, Nov 29, 2020 11:11 AM",complete,100,517,11/29/2020 18:03,Nurse,Clinical consultant,Female,59,White,5,1,1,20,24,12,15,has lost money,No,8,8,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,5,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,2,2,2,2,8,8,8,8,8,40,11/29/2020 18:11,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e1e0-f476-b8a8-4555-eb9119e2e92d,,
1c8586c7-6104-4cc8-b4bb-09e7a751c850,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:03 AM","Sun, Nov 29, 2020 11:14 AM",complete,100,694,11/29/2020 18:03,Nurse,Lvn,Male,56,White,5,2,1,100,24,12,15,is ahead of where he began,No,9,6,$170 now,$170 now,$170 now,$170 now,$170 now,9,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,5,6,4,6,10,10,9,10,10,900,11/29/2020 18:14,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e1ed-2ab6-4213-db54-1166e8ee11d5,,
6fc65dbd-e3f6-43bd-b735-799c9cef1de4,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:03 AM","Sun, Nov 29, 2020 11:10 AM",complete,100,408,11/29/2020 18:03,Nurse,Staff RN I,Male,25,Asian,7,10,10,100,24,9,30,is ahead of where he began,Yes,7,7,$340 a year from now,$255 a year from now,$213 a year from now,$191 a year from now,$175 a year from now,8,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,4,4,4,3,8,8,9,8,8,500,11/29/2020 18:10,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e230-9b4b-7d8b-97b7-0274b492f469,,
c5125809-9b97-4fed-a2c1-f0e8ca05d339,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:04 AM","Sun, Nov 29, 2020 11:13 AM",complete,100,504,11/29/2020 18:04,Operating Room Staff,assistance nurse,Male,39,Asian,7,15,10,5,47,6,15,is ahead of where he began,No,9,8,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,5,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,3,3,3,3,9,9,9,8,9,300,11/29/2020 18:13,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e24b-4df8-2385-c1ad-052d2ff68aa1,,
2bcd910b-f612-40ee-a0e9-479a5e8734c0,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:05 AM","Sun, Nov 29, 2020 11:09 AM",complete,100,241,11/29/2020 18:05,Nurse,RN,Female,44,White,5,5,10,100,24,6,15,is ahead of where he began,No,1,3,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,3,50/50 chance of $565,100% chance of $70,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,1,1,1,1,10,9,3,5,7,500,11/29/2020 18:09,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3de73-418a-87bf-4d14-4c0052076a0a,,
7df27ae4-3a73-4e88-97ce-7549bde9cf3a,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:06 AM","Sun, Nov 29, 2020 11:11 AM",complete,100,329,11/29/2020 18:06,Healthcare Admin,I am as hospital administrator in charge of all operations,Female,32,White,10,10,10,100,24,4,15,is ahead of where he began,No,6,6,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,5,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$20 ,5,6,4,5,10,10,10,8,10,400,11/29/2020 18:11,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e2b0-03a4-a655-0166-2371ce4c0d67,,
f7369a61-3929-4988-869f-1e463b32e724,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:06 AM","Sun, Nov 29, 2020 11:18 AM",complete,100,754,11/29/2020 18:06,General Physician,Doctor,Male,30,Black,8,25,10,100,24,6,1,is ahead of where he began,No,10,1,$170 now,$170 now,$170 now,$170 now,$170 now,10,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,5,10,1,7,10,10,10,1,1,180,11/29/2020 18:18,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e2a6-e7f1-b9a6-f8d4-d2940396f248,,
42d6883a-1b32-4102-8177-ea2d5414bab9,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:06 AM","Sun, Nov 29, 2020 11:11 AM",complete,100,261,11/29/2020 18:06,Healthcare Admin,Administration,Female,28,Black,9,30,9,2,1,1,1,is ahead of where he began,Yes,4,8,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,8,50/50 chance of $565,50/50 chance of $565,100% chance of $150,50/50 chance of $565,100% chance of $320,50/50 chance of $565,100% chance of $480,50/50 chance of $565,None of the above,$60 ,9,9,7,5,7,6,10,9,4,0,11/29/2020 18:11,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e302-4646-15e3-5616-d23785b59c9c,,
e2d631af-b5d9-4656-b6bd-a4df38fa84db,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:06 AM","Sun, Nov 29, 2020 11:15 AM",complete,100,502,11/29/2020 18:06,Nurse,Nurse practitioner,Female,27,White,9,4,10,50,24,3,15,has lost money,Yes,9,10,$170 now,$170 now,$213 a year from now,$170 now,$170 now,10,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$100 ,10,3,3,10,10,10,10,10,10,600,11/29/2020 18:15,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e28f-7409-cefd-2371-c92cbf81e016,,
a22f79db-d76a-428f-b37a-22ef4c357fa3,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:07 AM","Sun, Nov 29, 2020 11:18 AM",complete,100,650,11/29/2020 18:07,Nurse,Nurse Practitioner,Female,68,White,2,1,10,100,24,1,15,"broke even, or has the same amount started with",No,9,7,$340 a year from now,$170 now,$170 now,$170 now,$170 now,6,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,4,5,3,7,9,10,9,8,8,800,11/29/2020 18:18,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e2e6-01e3-6cec-6f33-4f441b44137c,,
5beceefe-6b0d-4fd1-88fc-744e3a3cfbaa,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:07 AM","Sun, Nov 29, 2020 11:18 AM",complete,100,681,11/29/2020 18:07,Healthcare Admin,"I run the administration team, make all decisions, train new",Female,37,White,10,40,5,20,24,12,30,is ahead of where he began,Yes,10,10,$340 a year from now,$255 a year from now,$213 a year from now,$170 now,$170 now,10,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,1,10,1,10,10,10,10,10,10,500,11/29/2020 18:18,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e2f4-ba14-bd1b-20f6-c140821ebf1b,,
7177d276-9230-40a5-8652-9e2ea478f223,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:08 AM","Sun, Nov 29, 2020 11:18 AM",complete,100,617,11/29/2020 18:08,Surgeon,i am surgeon,Male,45,White,8,3,10,100,24,6,1,has lost money,Yes,9,8,$170 now,$170 now,$170 now,$170 now,$170 now,9,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$40 ,9,8,9,8,7,9,6,7,8,1000,11/29/2020 18:18,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e2d0-aa9f-8232-76c9-d09b1f16b75b,,
afa1e9cb-0a3f-4dc0-beda-736abf14cbf0,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:08 AM","Sun, Nov 29, 2020 11:12 AM",complete,100,257,11/29/2020 18:08,Healthcare Admin,Health adminastrator,Male,29,White,10,25,10,100,24,8,15,is ahead of where he began,Yes,10,10,$340 a year from now,$255 a year from now,$170 now,$170 now,$175 a year from now,10,50/50 chance of $565,100% chance of $70,100% chance of $150,50/50 chance of $565,100% chance of $320,50/50 chance of $565,50/50 chance of $565,100% chance of $550,None of the above,$60 ,10,10,10,10,8,10,10,10,7,1000,11/29/2020 18:12,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e330-3f60-5d28-5fa6-cf79f1bce8c0,,
49360be8-74ee-4e6b-a435-d424d24e1ec1,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:08 AM","Sun, Nov 29, 2020 11:15 AM",complete,100,458,11/29/2020 18:08,Nurse,Registered nurse,Male,29,Latino/Hispanic,10,14,1,5,24,4,15,has lost money,Yes,7,4,$170 now,$170 now,$170 now,$170 now,$170 now,7,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,No Gift,6,6,6,6,8,8,4,4,4,0,11/29/2020 18:15,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e35d-91b4-028b-b21d-a5f861a0454f,,
fa8600c6-3b16-4a69-8ec6-6eebe0d817d2,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:08 AM","Sun, Nov 29, 2020 11:12 AM",complete,100,268,11/29/2020 18:08,Healthcare Admin,Administration,Male,35,Black,9,40,10,100,24,3,15,is ahead of where he began,Yes,5,9,$170 now,$255 a year from now,$170 now,$191 a year from now,$175 a year from now,9,50/50 chance of $565,50/50 chance of $565,100% chance of $150,50/50 chance of $565,100% chance of $320,50/50 chance of $565,50/50 chance of $565,100% chance of $550,None of the above,$80 ,9,10,9,9,9,9,9,10,10,800,11/29/2020 18:12,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e363-a90d-6d07-3614-2a1cd7b417ca,,
d9235139-b457-494d-b3db-34dfe3fcc299,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:08 AM","Sun, Nov 29, 2020 11:19 AM",complete,100,644,11/29/2020 18:08,Surgeon,GS,Male,30,Asian,5,2,10,100,24,9,30,is ahead of where he began,No,4,6,$170 now,$255 a year from now,$213 a year from now,$191 a year from now,$175 a year from now,1,100% chance of $35,100% chance of $70,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,2,1,1,1,9,8,9,5,10,900,11/29/2020 18:19,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e37c-18e2-9551-680c-aadcafcdde2c,,
97c9b94e-5800-412e-aa2e-8969ecf7fed1,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:09 AM","Sun, Nov 29, 2020 11:25 AM",complete,100,978,11/29/2020 18:09,Surgeon,Doctor,Male,35,White,10,20,5,20,24,6,30,is ahead of where he began,Yes,10,9,$340 a year from now,$255 a year from now,$170 now,$170 now,$170 now,8,50/50 chance of $565,50/50 chance of $565,100% chance of $150,100% chance of $230,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$80 ,9,4,1,10,10,10,10,10,10,400,11/29/2020 18:25,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e309-0252-65bb-80b8-f68b7da4daa1,,
ec9ce601-8ac0-477c-b707-60e2bc760039,e78eebbc-4d1b-42e4-b05d-aeda7099a192,Audience Panel,"Sun, Nov 29, 2020 11:09 AM","Sun, Nov 29, 2020 11:15 AM",complete,100,346,11/29/2020 18:09,Operating Room Staff,Director,Male,40,White,9,30,9,20,24,3,15,is ahead of where he began,Yes,8,9,$340 a year from now,$255 a year from now,$170 now,$191 a year from now,$175 a year from now,9,100% chance of $35,50/50 chance of $565,100% chance of $150,50/50 chance of $565,100% chance of $320,100% chance of $410,100% chance of $480,100% chance of $550,None of the above,$60 ,5,9,8,8,9,7,9,9,8,500,11/29/2020 18:15,644c3d1a-6617-4fc8-b8c0-346392599b5f.5fc3e397-5ef5-3ca1-d996-12be032f85b3,,
